"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","59,700","60,000","60,300","59,500","19.71K","0.84%"
"2024- 02- 15","59,200","60,200","60,300","59,000","19.94K","0.34%"
"2024- 02- 14","59,000","59,400","60,000","59,000","34.97K","-1.83%"
"2024- 02- 13","60,100","59,300","60,200","58,900","45.49K","2.56%"
"2024- 02- 08","58,600","58,900","58,900","57,700","49.20K","1.03%"
"2024- 02- 07","58,000","58,800","59,100","57,800","35.65K","-0.34%"
"2024- 02- 06","58,200","56,800","58,200","56,600","36.13K","2.46%"
"2024- 02- 05","56,800","57,800","58,200","56,600","0.01K","-2.07%"
"2024- 02- 02","58,000","56,400","58,300","56,000","46.29K","1.93%"
"2024- 02- 01","56,900","56,300","57,200","55,700","43.58K","0.00%"
"2024- 01- 31","56,900","55,600","57,400","55,600","55.17K","1.61%"
"2024- 01- 30","56,000","55,400","56,600","55,200","33.56K","1.82%"
"2024- 01- 29","55,000","55,200","56,100","53,800","66.11K","1.10%"
"2024- 01- 26","54,400","53,800","54,900","53,700","26.36K","0.18%"
"2024- 01- 25","54,300","54,000","54,300","53,300","42.40K","1.31%"
"2024- 01- 24","53,600","54,300","54,500","53,200","21.41K","-1.29%"
"2024- 01- 23","54,300","53,600","54,800","53,400","26.89K","2.26%"
"2024- 01- 22","53,100","54,200","54,200","53,000","20.72K","-0.93%"
"2024- 01- 19","53,600","53,600","54,400","53,200","28.06K","0.94%"
"2024- 01- 18","53,100","53,500","53,700","53,000","33.83K","0.00%"
"2024- 01- 17","53,100","54,800","54,800","53,100","29.47K","-2.21%"
"2024- 01- 16","54,300","55,100","55,500","54,000","71.83K","-2.69%"
"2024- 01- 15","55,800","55,000","56,200","55,000","43.64K","1.27%"
"2024- 01- 14","55,100","55,100","55,100","55,100","","0.00%"
"2024- 01- 12","55,100","55,900","55,900","54,700","29.25K","-1.08%"
"2024- 01- 11","55,700","56,100","56,400","55,700","0.00K","-0.89%"
"2024- 01- 10","56,200","57,300","57,400","55,800","27.89K","-1.40%"
"2024- 01- 09","57,000","57,400","57,400","56,000","35.01K","0.71%"
"2024- 01- 08","56,600","56,600","57,100","55,600","33.44K","0.35%"
"2024- 01- 05","56,400","56,700","56,800","56,000","33.93K","-0.53%"
"2024- 01- 04","56,700","57,500","57,700","56,600","0.00K","-2.07%"
"2024- 01- 03","57,900","59,500","60,000","57,800","58.93K","-3.50%"
"2024- 01- 02","60,000","60,200","61,100","59,700","0.02K","0.00%"
"2023- 12- 28","60,000","59,600","60,800","59,100","54.11K","1.69%"
"2023- 12- 27","59,000","60,300","60,800","58,700","45.53K","-4.68%"
"2023- 12- 26","61,900","61,700","62,500","61,400","48.16K","0.32%"
"2023- 12- 25","61,700","61,700","61,700","61,700","","0.00%"
"2023- 12- 22","61,700","62,400","62,400","61,100","23.55K","-0.48%"
"2023- 12- 21","62,000","62,300","62,400","61,400","30.35K","-0.48%"
"2023- 12- 20","62,300","61,400","62,500","61,100","45.71K","2.13%"
"2023- 12- 19","61,000","61,100","62,000","60,700","30.04K","-0.97%"
"2023- 12- 18","61,600","61,000","62,000","60,900","33.70K","0.82%"
"2023- 12- 15","61,100","61,200","61,900","60,700","61.26K","-0.16%"
"2023- 12- 14","61,200","63,500","63,500","59,900","94.81K","-2.39%"
"2023- 12- 13","62,700","63,400","63,500","62,100","48.00K","-0.48%"
"2023- 12- 12","63,000","61,400","63,400","61,300","71.11K","3.45%"
"2023- 12- 11","60,900","60,000","61,300","59,700","50.82K","2.87%"
"2023- 12- 08","59,200","59,000","59,600","58,800","32.92K","1.20%"
"2023- 12- 07","58,500","57,900","59,000","57,800","25.96K","0.34%"
"2023- 12- 06","58,300","58,400","59,300","58,000","24.11K","0.17%"
"2023- 12- 05","58,200","58,100","59,400","58,100","0.00K","-0.51%"
"2023- 12- 04","58,500","58,800","59,100","58,100","18.68K","0.17%"
"2023- 12- 01","58,400","59,600","59,800","57,900","37.98K","-2.99%"
"2023- 11- 30","60,200","59,600","60,200","58,600","51.12K","1.01%"
"2023- 11- 29","59,600","60,300","60,300","58,800","50.53K","-1.97%"
"2023- 11- 28","60,800","60,300","61,300","59,700","43.62K","1.84%"
"2023- 11- 27","59,700","60,300","60,300","59,300","22.08K","-0.33%"
"2023- 11- 24","59,900","60,000","60,300","59,300","18.78K","0.50%"
"2023- 11- 23","59,600","59,900","60,200","58,700","44.26K","-0.33%"
"2023- 11- 22","59,800","57,800","61,000","57,800","41.33K","2.22%"
"2023- 11- 21","58,500","59,700","59,700","57,800","0.00K","-1.18%"
