"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","77,000","76,000","77,400","75,500","189.20K","1.58%"
"2024- 02- 15","75,800","77,300","77,500","75,300","0.03K","-2.82%"
"2024- 02- 14","78,000","80,000","80,400","77,700","0.31K","-3.47%"
"2024- 02- 13","80,800","84,200","84,800","80,500","0.08K","-5.05%"
"2024- 02- 12","85,100","85,100","85,100","85,100","","0.00%"
"2024- 02- 08","85,100","85,400","86,000","83,900","238.86K","-0.23%"
"2024- 02- 07","85,300","83,400","85,500","82,900","0.23K","2.52%"
"2024- 02- 06","83,200","86,600","87,700","82,000","525.13K","-5.24%"
"2024- 02- 05","87,800","86,500","88,000","84,600","0.34K","0.46%"
"2024- 02- 04","87,400","87,400","87,400","87,400","","0.00%"
"2024- 02- 02","87,400","79,900","88,500","79,400","1.75M","10.49%"
"2024- 02- 01","79,100","76,600","81,100","76,000","1.03K","1.67%"
"2024- 01- 31","77,800","78,500","78,600","74,100","0.04K","0.00%"
"2024- 01- 30","77,800","81,000","83,000","77,000","0.14K","-3.83%"
"2024- 01- 29","80,900","70,700","81,300","70,300","2.37K","15.24%"
"2024- 01- 26","70,200","70,500","70,700","69,800","94.98K","-0.71%"
"2024- 01- 25","70,700","70,900","71,100","70,100","56.54K","0.28%"
"2024- 01- 24","70,500","72,200","72,200","70,500","103.50K","-2.35%"
"2024- 01- 23","72,200","72,600","72,600","70,500","0.00K","0.98%"
"2024- 01- 22","71,500","68,600","73,000","67,500","0.02K","5.30%"
"2024- 01- 19","67,900","67,800","69,200","67,200","96.38K","0.59%"
"2024- 01- 18","67,500","68,100","68,100","67,300","0.01K","-0.59%"
"2024- 01- 17","67,900","69,400","69,400","67,700","139.99K","-2.16%"
"2024- 01- 16","69,400","68,800","69,800","68,700","48.95K","0.29%"
"2024- 01- 15","69,200","69,000","69,500","68,800","43.01K","0.58%"
"2024- 01- 14","68,800","68,800","68,800","68,800","","0.00%"
"2024- 01- 12","68,800","69,100","69,400","68,600","84.58K","-0.29%"
"2024- 01- 11","69,000","69,700","70,300","68,700","172.52K","-0.72%"
"2024- 01- 10","69,500","70,400","70,700","69,300","0.01K","-1.28%"
"2024- 01- 09","70,400","71,000","71,100","70,300","89.29K","0.00%"
"2024- 01- 08","70,400","71,000","71,900","70,300","107.53K","-1.40%"
"2024- 01- 07","71,400","71,400","71,400","71,400","","0.00%"
"2024- 01- 05","71,400","71,300","72,300","71,100","74.51K","0.14%"
"2024- 01- 04","71,300","73,500","74,000","71,200","0.01K","-3.26%"
"2024- 01- 03","73,700","74,800","75,200","73,700","0.12K","-1.73%"
"2024- 01- 02","75,000","76,000","76,200","74,500","124.75K","-2.09%"
"2023- 12- 28","76,600","76,700","76,800","75,900","71.99K","0.39%"
"2023- 12- 27","76,300","77,200","77,900","76,100","67.39K","-2.05%"
"2023- 12- 26","77,900","77,800","78,600","76,800","114.98K","1.04%"
"2023- 12- 22","77,100","77,100","77,400","76,500","53.83K","0.13%"
"2023- 12- 21","77,000","77,100","77,200","76,400","61.47K","-0.77%"
"2023- 12- 20","77,600","75,900","77,600","75,700","0.01K","2.24%"
"2023- 12- 19","75,900","73,600","76,300","73,500","229.55K","3.69%"
"2023- 12- 18","73,200","73,000","73,500","72,800","53.74K","-0.27%"
"2023- 12- 15","73,400","73,100","73,900","73,000","71.92K","0.27%"
"2023- 12- 14","73,200","73,500","73,600","72,700","117.26K","0.27%"
"2023- 12- 13","73,000","73,700","73,800","72,800","75.45K","-0.95%"
"2023- 12- 12","73,700","74,000","74,300","73,300","0.00K","0.14%"
"2023- 12- 11","73,600","73,300","73,800","73,100","42.70K","0.27%"
"2023- 12- 08","73,400","73,700","74,300","73,000","93.57K","-0.41%"
"2023- 12- 07","73,700","74,500","74,600","73,700","96.73K","-1.73%"
"2023- 12- 06","75,000","74,900","75,200","74,300","0.03K","0.13%"
"2023- 12- 05","74,900","74,600","75,300","74,300","60.34K","0.00%"
"2023- 12- 04","74,900","75,300","75,800","74,400","88.48K","-0.53%"
"2023- 12- 01","75,300","75,800","76,300","75,300","45.72K","-0.66%"
"2023- 11- 30","75,800","75,900","76,000","75,000","0.01K","-0.26%"
"2023- 11- 29","76,000","77,500","77,700","75,800","133.53K","-2.56%"
"2023- 11- 28","78,000","79,800","79,900","77,400","90.36K","-1.52%"
"2023- 11- 27","79,200","78,700","79,900","78,700","0.00K","1.67%"
"2023- 11- 24","77,900","77,900","78,200","76,900","57.19K","0.52%"
"2023- 11- 23","77,500","77,500","78,100","77,100","52.15K","0.00%"
"2023- 11- 22","77,500","76,700","77,800","76,700","97.46K","0.39%"
"2023- 11- 21","77,200","77,800","78,400","77,000","76.65K","0.39%"
"2023- 11- 20","76,900","76,200","77,100","75,000","90.01K","0.52%"
"2023- 11- 17","76,500","77,700","77,800","76,300","91.90K","-1.92%"
"2023- 11- 16","78,000","77,100","78,300","76,500","116.90K","1.69%"
"2023- 11- 15","76,700","77,400","77,600","75,300","134.11K","0.26%"
"2023- 11- 14","76,500","78,200","78,200","75,200","180.84K","-1.54%"
"2023- 11- 13","77,700","79,000","79,000","77,200","76.79K","-1.02%"
"2023- 11- 10","78,500","78,900","79,800","77,600","71.75K","-1.63%"
"2023- 11- 09","79,800","79,400","80,900","78,700","146.03K","-1.12%"
"2023- 11- 08","80,700","75,700","80,800","75,200","546.81K","7.46%"
"2023- 11- 07","75,100","74,500","75,500","73,700","82.67K","0.40%"
"2023- 11- 06","74,800","74,400","74,800","73,700","0.00K","1.77%"
"2023- 11- 03","73,500","74,000","74,000","73,000","65.87K","0.00%"
"2023- 11- 02","73,500","74,600","74,600","73,200","72.75K","-1.08%"
"2023- 11- 01","74,300","73,100","74,500","72,700","89.54K","2.20%"
"2023- 10- 31","72,700","73,500","74,500","72,400","82.48K","0.00%"
"2023- 10- 30","72,700","72,400","73,000","71,700","0.01K","0.55%"
"2023- 10- 29","72,300","72,300","72,300","72,300","","0.00%"
"2023- 10- 27","72,300","73,500","73,800","72,100","66.35K","-0.69%"
"2023- 10- 26","72,800","73,700","73,700","72,500","0.10K","-1.75%"
"2023- 10- 25","74,100","72,700","74,400","72,000","111.62K","1.93%"
"2023- 10- 24","72,700","71,400","73,200","71,300","0.00K","2.54%"
"2023- 10- 23","70,900","71,100","71,500","70,200","0.00K","0.00%"
"2023- 10- 22","70,900","70,900","70,900","70,900","","0.00%"
"2023- 10- 20","70,900","71,500","72,300","70,100","67.82K","-1.39%"
"2023- 10- 19","71,900","71,300","72,200","70,600","103.46K","-0.28%"
"2023- 10- 18","72,100","70,000","72,400","70,000","0.01K","3.00%"
"2023- 10- 17","70,000","69,000","70,900","68,900","144.30K","2.04%"
"2023- 10- 16","68,600","71,100","71,200","68,000","0.05K","-3.79%"
"2023- 10- 13","71,300","70,700","71,600","70,700","44.23K","-0.42%"
"2023- 10- 12","71,600","70,700","71,700","70,400","124.91K","2.14%"
"2023- 10- 11","70,100","70,600","71,300","69,700","106.28K","-0.43%"
"2023- 10- 10","70,400","71,000","71,500","69,800","125.84K","1.00%"
"2023- 10- 09","69,700","69,700","69,700","69,700","","0.00%"
"2023- 10- 06","69,700","70,300","70,500","69,500","58.40K","0.00%"
"2023- 10- 05","69,700","68,900","70,500","68,800","108.39K","1.60%"
"2023- 10- 04","68,600","70,100","70,200","68,500","153.31K","-2.56%"
"2023- 10- 03","70,400","70,400","70,400","70,400","","0.00%"
"2023- 09- 27","70,400","70,200","71,000","70,000","54.21K","0.00%"
"2023- 09- 26","70,400","71,600","71,800","70,200","104.33K","-1.54%"
"2023- 09- 25","71,500","71,100","72,600","70,900","91.80K","0.85%"
"2023- 09- 24","70,900","70,900","70,900","70,900","","0.00%"
"2023- 09- 22","70,900","71,700","71,700","70,500","102.84K","-1.80%"
"2023- 09- 21","72,200","72,800","73,600","72,200","84.44K","-1.50%"
"2023- 09- 20","73,300","73,900","73,900","72,800","0.11K","-0.27%"
"2023- 09- 19","73,500","73,100","74,000","72,600","112.57K","0.96%"
