"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","335,500","334,000","338,000","332,000","21.65K","1.36%"
"2024- 02- 15","331,000","339,000","339,500","331,000","28.59K","-1.49%"
"2024- 02- 14","336,000","336,500","338,500","328,500","23.55K","-1.03%"
"2024- 02- 13","339,500","338,000","342,000","334,000","0.01K","1.49%"
"2024- 02- 08","334,500","339,500","341,000","333,000","34.35K","-0.74%"
"2024- 02- 07","337,000","323,500","340,500","320,500","0.00K","4.82%"
"2024- 02- 06","321,500","314,500","323,000","314,000","39.80K","2.23%"
"2024- 02- 05","314,500","326,000","335,000","313,000","77.27K","-1.26%"
"2024- 02- 02","318,500","316,000","320,500","314,500","29.27K","0.95%"
"2024- 02- 01","315,500","323,500","324,000","311,500","58.36K","-2.62%"
"2024- 01- 31","324,000","329,500","331,500","322,000","0.02K","-1.82%"
"2024- 01- 30","330,000","335,500","336,000","325,500","30.07K","-1.35%"
"2024- 01- 29","334,500","339,000","346,500","334,000","37.78K","-1.04%"
"2024- 01- 28","338,000","338,000","338,000","338,000","","0.00%"
"2024- 01- 26","338,000","333,000","343,500","330,500","42.05K","1.81%"
"2024- 01- 25","332,000","324,500","336,000","323,500","0.01K","2.15%"
"2024- 01- 24","325,000","327,500","327,500","323,500","19.56K","-0.46%"
"2024- 01- 23","326,500","327,000","330,500","324,500","34.93K","0.31%"
"2024- 01- 22","325,500","320,500","331,500","318,500","37.08K","2.36%"
"2024- 01- 21","318,000","318,000","318,000","318,000","","0.00%"
"2024- 01- 19","318,000","323,000","328,500","316,000","62.07K","-2.00%"
"2024- 01- 18","324,500","330,500","334,500","323,000","0.29K","-1.82%"
"2024- 01- 17","330,500","335,000","341,000","320,000","0.08K","-3.08%"
"2024- 01- 16","341,000","338,000","371,500","335,000","0.06K","0.89%"
"2024- 01- 15","338,000","375,000","376,500","333,000","164.45K","-4.25%"
"2024- 01- 14","353,000","353,000","353,000","353,000","","0.00%"
"2024- 01- 12","353,000","345,000","358,000","345,000","48.93K","2.32%"
