"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","36,350","36,250","36,450","35,850","87.41K","1.11%"
"2024- 02- 15","35,950","36,500","36,500","35,900","78.09K","-0.69%"
"2024- 02- 14","36,200","35,750","36,350","35,400","126.54K","0.00%"
"2024- 02- 13","36,200","35,950","36,900","35,850","228.95K","2.26%"
"2024- 02- 08","35,400","34,900","36,100","34,850","261.81K","1.14%"
"2024- 02- 07","35,000","34,450","35,050","34,100","0.01K","2.49%"
"2024- 02- 06","34,150","34,150","34,750","34,000","62.14K","-0.87%"
"2024- 02- 05","34,450","34,500","34,800","33,800","0.08K","-1.01%"
"2024- 02- 02","34,800","34,650","35,050","34,100","242.09K","-0.29%"
"2024- 02- 01","34,900","32,800","35,000","32,750","0.12K","5.76%"
"2024- 01- 31","33,000","32,150","33,000","32,150","126.97K","3.29%"
"2024- 01- 30","31,950","32,850","32,900","31,950","0.02K","-2.89%"
"2024- 01- 29","32,900","32,500","33,000","32,400","0.00K","1.54%"
"2024- 01- 26","32,400","32,300","32,650","32,250","50.27K","-0.46%"
"2024- 01- 25","32,550","32,300","32,550","32,250","64.48K","0.93%"
"2024- 01- 24","32,250","32,100","32,300","31,900","44.11K","0.62%"
"2024- 01- 23","32,050","31,950","32,150","31,850","0.01K","0.31%"
"2024- 01- 22","31,950","31,750","32,050","31,600","56.07K","1.27%"
"2024- 01- 21","31,550","31,550","31,550","31,550","","0.00%"
"2024- 01- 19","31,550","31,450","31,800","31,450","30.19K","0.32%"
"2024- 01- 18","31,450","31,650","31,650","31,250","35.54K","-0.16%"
"2024- 01- 17","31,500","31,850","31,900","31,500","28.00K","-0.94%"
"2024- 01- 16","31,800","31,600","31,850","31,500","35.97K","0.32%"
"2024- 01- 15","31,700","31,550","31,850","31,550","21.62K","0.48%"
"2024- 01- 14","31,550","31,550","31,550","31,550","","0.00%"
"2024- 01- 12","31,550","31,900","31,900","31,550","27.90K","-0.47%"
"2024- 01- 11","31,700","31,700","32,000","31,700","50.40K","-0.31%"
"2024- 01- 10","31,800","31,750","31,950","31,600","51.60K","0.32%"
"2024- 01- 09","31,700","31,950","31,950","31,600","29.95K","0.32%"
"2024- 01- 08","31,600","31,750","31,800","31,500","53.30K","-0.32%"
"2024- 01- 05","31,700","31,600","31,850","31,600","45.15K","0.32%"
"2024- 01- 04","31,600","31,800","31,850","31,600","57.94K","-0.63%"
"2024- 01- 03","31,800","32,050","32,100","31,700","68.91K","-0.93%"
"2024- 01- 02","32,100","32,050","32,350","31,800","110.26K","-0.77%"
"2023- 12- 28","32,350","32,150","32,500","32,000","74.22K","0.62%"
"2023- 12- 27","32,150","31,950","32,200","31,800","134.69K","-0.62%"
"2023- 12- 26","32,350","32,450","32,450","32,000","108.20K","0.00%"
"2023- 12- 25","32,350","32,350","32,350","32,350","","0.00%"
"2023- 12- 22","32,350","32,400","32,400","32,150","63.22K","0.15%"
"2023- 12- 21","32,300","32,450","32,450","32,250","41.05K","-0.46%"
"2023- 12- 20","32,450","32,100","32,500","32,000","0.07K","1.09%"
"2023- 12- 19","32,100","32,050","32,250","32,000","56.45K","-0.47%"
"2023- 12- 18","32,250","32,300","32,450","32,000","81.18K","-0.62%"
"2023- 12- 17","32,450","32,450","32,450","32,450","","0.00%"
"2023- 12- 15","32,450","32,550","32,750","32,450","87.34K","-0.76%"
"2023- 12- 14","32,700","32,700","32,750","32,450","104.52K","0.46%"
"2023- 12- 13","32,550","32,600","32,750","32,300","52.72K","-0.15%"
"2023- 12- 12","32,600","32,600","32,850","32,550","50.06K","-0.46%"
"2023- 12- 11","32,750","32,950","32,950","32,650","38.02K","-0.30%"
"2023- 12- 10","32,850","32,850","32,850","32,850","","0.00%"
"2023- 12- 08","32,850","33,000","33,000","32,800","28.23K","-0.30%"
"2023- 12- 07","32,950","32,750","33,000","32,650","63.22K","0.61%"
"2023- 12- 06","32,750","32,850","33,050","32,750","86.90K","-0.61%"
"2023- 12- 05","32,950","32,650","33,050","32,500","0.01K","0.92%"
"2023- 12- 04","32,650","32,600","32,850","32,500","38.05K","0.00%"
"2023- 12- 01","32,650","32,950","33,000","32,600","36.50K","-1.06%"
"2023- 11- 30","33,000","32,650","33,000","32,400","0.01K","1.85%"
"2023- 11- 29","32,400","32,700","32,850","32,300","77.78K","-0.92%"
"2023- 11- 28","32,700","32,900","32,950","32,600","79.96K","0.00%"
"2023- 11- 27","32,700","32,550","32,950","32,500","49.22K","0.15%"
"2023- 11- 24","32,650","33,100","33,100","32,650","34.32K","-1.21%"
"2023- 11- 23","33,050","32,900","33,100","32,850","47.34K","0.15%"
"2023- 11- 22","33,000","32,950","33,150","32,900","47.43K","-0.15%"
"2023- 11- 21","33,050","33,000","33,150","32,950","46.87K","0.15%"
"2023- 11- 20","33,000","33,050","33,100","32,900","61.66K","0.00%"
"2023- 11- 17","33,000","33,000","33,100","32,900","56.40K","0.00%"
"2023- 11- 16","33,000","32,950","33,050","32,800","47.81K","0.00%"
"2023- 11- 15","33,000","32,950","33,300","32,900","154.66K","0.46%"
"2023- 11- 14","32,850","32,750","32,900","32,650","0.03K","0.46%"
"2023- 11- 13","32,700","32,800","32,800","32,450","72.88K","0.31%"
"2023- 11- 12","32,600","32,600","32,600","32,600","","0.00%"
"2023- 11- 10","32,600","32,500","32,750","32,450","75.10K","-0.15%"
"2023- 11- 09","32,650","32,250","32,650","32,200","0.00K","1.56%"
"2023- 11- 08","32,150","32,100","32,250","31,750","108.33K","0.31%"
"2023- 11- 07","32,050","32,000","32,050","31,750","89.62K","0.16%"
"2023- 11- 06","32,000","31,450","32,000","31,350","0.03K","1.75%"
"2023- 11- 03","31,450","31,400","31,500","31,250","51.73K","0.64%"
"2023- 11- 02","31,250","31,400","31,500","31,250","70.58K","-0.32%"
"2023- 11- 01","31,350","31,400","31,450","31,150","0.00K","0.00%"
"2023- 10- 31","31,350","31,400","31,500","31,050","0.01K","-0.16%"
"2023- 10- 30","31,400","31,350","31,400","31,100","75.08K","0.32%"
"2023- 10- 29","31,300","31,300","31,300","31,300","","0.00%"
"2023- 10- 27","31,300","30,950","31,300","30,750","85.19K","1.62%"
"2023- 10- 26","30,800","30,950","30,950","30,550","72.13K","-0.32%"
"2023- 10- 25","30,900","30,650","30,950","30,650","41.14K","0.65%"
"2023- 10- 24","30,700","30,900","30,900","30,500","52.24K","0.16%"
"2023- 10- 23","30,650","31,150","31,200","30,500","101.06K","-1.13%"
"2023- 10- 22","31,000","31,000","31,000","31,000","","0.00%"
"2023- 10- 20","31,000","31,050","31,200","30,750","68.63K","-0.32%"
"2023- 10- 19","31,100","31,000","31,200","30,850","71.13K","0.00%"
"2023- 10- 18","31,100","30,850","31,250","30,800","71.46K","0.65%"
"2023- 10- 17","30,900","31,050","31,100","30,900","38.67K","0.00%"
"2023- 10- 16","30,900","30,900","31,100","30,800","41.53K","-0.16%"
"2023- 10- 13","30,950","30,750","31,150","30,600","66.38K","-0.32%"
"2023- 10- 12","31,050","31,100","31,100","30,700","79.14K","0.49%"
"2023- 10- 11","30,900","30,800","31,050","30,700","82.04K","0.32%"
"2023- 10- 10","30,800","30,800","30,900","30,600","52.44K","0.65%"
"2023- 10- 06","30,600","30,350","30,700","30,200","66.32K","0.99%"
"2023- 10- 05","30,300","30,100","30,400","30,100","56.35K","0.66%"
"2023- 10- 04","30,100","30,450","30,450","30,050","97.63K","-1.15%"
"2023- 09- 27","30,450","30,400","30,700","30,350","45.51K","-0.33%"
"2023- 09- 26","30,550","30,500","30,650","30,350","0.00K","-0.33%"
"2023- 09- 25","30,650","30,950","30,950","30,600","38.72K","-0.49%"
"2023- 09- 22","30,800","30,600","30,850","30,500","44.89K","0.33%"
"2023- 09- 21","30,700","30,800","30,950","30,650","0.00K","-0.81%"
"2023- 09- 20","30,950","30,750","31,000","30,750","42.27K","0.65%"
"2023- 09- 19","30,750","30,650","30,900","30,650","42.17K","-0.16%"
"2023- 09- 18","30,800","30,900","31,050","30,800","49.08K","-0.32%"
"2023- 09- 15","30,900","30,950","31,050","30,750","111.64K","0.16%"
"2023- 09- 14","30,850","30,750","30,850","30,650","101.82K","0.65%"
"2023- 09- 13","30,650","30,400","30,750","30,400","45.15K","0.49%"
"2023- 09- 12","30,500","30,800","30,800","30,500","68.33K","-0.65%"
"2023- 09- 11","30,700","30,400","30,850","30,400","84.61K","0.49%"
"2023- 09- 08","30,550","30,250","30,600","30,200","61.59K","0.99%"
"2023- 09- 07","30,250","29,950","30,300","29,950","66.33K","0.17%"
"2023- 09- 06","30,200","29,900","30,300","29,900","66.83K","1.00%"
"2023- 09- 05","29,900","30,050","30,200","29,850","52.92K","-0.99%"
"2023- 09- 04","30,200","29,900","30,300","29,900","67.73K","0.67%"
"2023- 09- 01","30,000","29,750","30,150","29,700","58.70K","0.17%"
"2023- 08- 31","29,950","29,900","30,000","29,800","50.74K","0.00%"
"2023- 08- 30","29,950","29,900","30,100","29,850","83.04K","0.50%"
"2023- 08- 29","29,800","29,600","29,900","29,600","86.34K","0.68%"
"2023- 08- 28","29,600","29,850","29,850","29,550","50.15K","-0.34%"
"2023- 08- 27","29,700","29,700","29,700","29,700","","0.00%"
"2023- 08- 25","29,700","29,250","29,750","29,250","82.58K","0.68%"
"2023- 08- 24","29,500","29,300","29,500","29,200","70.21K","0.68%"
"2023- 08- 23","29,300","29,150","29,350","29,150","26.37K","0.34%"
"2023- 08- 22","29,200","29,150","29,350","29,050","55.42K","-0.17%"
"2023- 08- 21","29,250","29,000","29,300","29,000","45.13K","0.17%"
"2023- 08- 18","29,200","29,050","29,300","29,050","48.04K","-0.34%"
"2023- 08- 17","29,300","29,250","29,300","29,050","0.01K","-0.17%"
"2023- 08- 16","29,350","29,150","29,450","29,000","73.99K","0.00%"
"2023- 08- 14","29,350","29,150","29,350","29,050","80.38K","0.00%"
"2023- 08- 11","29,350","29,000","29,350","29,000","63.54K","1.03%"
"2023- 08- 10","29,050","29,050","29,450","28,950","111.00K","-0.85%"
"2023- 08- 09","29,300","29,200","29,300","28,900","63.27K","1.21%"
"2023- 08- 08","28,950","29,300","29,350","28,950","81.34K","-0.69%"
"2023- 08- 07","29,150","29,050","29,300","28,950","58.66K","0.17%"
"2023- 08- 04","29,100","28,750","29,150","28,650","88.27K","1.39%"
"2023- 08- 03","28,700","28,850","28,950","28,600","81.81K","-0.17%"
"2023- 08- 02","28,750","28,650","28,950","28,650","89.21K","-0.17%"
"2023- 08- 01","28,800","28,500","28,850","28,500","67.66K","1.05%"
"2023- 07- 31","28,500","28,600","28,750","28,500","93.30K","-0.35%"
"2023- 07- 28","28,600","28,800","28,800","28,500","73.26K","-1.04%"
"2023- 07- 27","28,900","28,350","28,900","28,350","62.40K","1.23%"
"2023- 07- 26","28,550","28,650","28,650","28,150","197.94K","-0.52%"
"2023- 07- 25","28,700","28,800","28,850","28,650","77.53K","-0.35%"
"2023- 07- 24","28,800","29,000","29,000","28,750","74.12K","-0.52%"
"2023- 07- 21","28,950","29,000","29,050","28,800","73.00K","0.00%"
"2023- 07- 20","28,950","28,900","29,100","28,900","50.56K","-0.17%"
"2023- 07- 19","29,000","28,950","29,050","28,900","46.68K","0.17%"
"2023- 07- 18","28,950","29,100","29,100","28,900","32.22K","0.17%"
"2023- 07- 17","28,900","28,900","29,100","28,850","58.01K","-0.52%"
