"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","11,580","11,400","11,580","11,300","1.04M","2.21%"
"2024- 02- 15","11,330","11,410","11,450","11,270","401.52K","0.35%"
"2024- 02- 14","11,290","11,350","11,400","11,280","508.21K","-1.31%"
"2024- 02- 13","11,440","11,320","11,540","11,320","0.02K","1.24%"
"2024- 02- 12","11,300","11,300","11,300","11,300","","0.00%"
"2024- 02- 08","11,300","11,310","11,400","11,250","819.73K","0.71%"
"2024- 02- 07","11,220","11,070","11,290","10,920","0.02K","1.54%"
"2024- 02- 06","11,050","11,050","11,200","10,980","747.11K","-0.27%"
"2024- 02- 05","11,080","11,300","11,300","10,910","861.59K","-1.86%"
"2024- 02- 04","11,290","11,290","11,290","11,290","","0.00%"
"2024- 02- 02","11,290","11,180","11,370","11,000","1.98M","1.44%"
"2024- 02- 01","11,130","10,480","11,150","10,480","2.88M","5.20%"
"2024- 01- 31","10,580","10,410","10,590","10,390","0.00K","1.34%"
"2024- 01- 30","10,440","10,490","10,550","10,410","577.79K","0.10%"
"2024- 01- 29","10,430","10,210","10,460","10,210","0.13K","2.56%"
"2024- 01- 26","10,170","10,040","10,200","10,030","355.01K","0.59%"
"2024- 01- 25","10,110","9,990","10,110","9,960","335.40K","1.20%"
"2024- 01- 24","9,990","9,940","10,010","9,900","349.37K","0.50%"
"2024- 01- 23","9,940","9,880","9,950","9,850","284.80K","1.02%"
"2024- 01- 22","9,840","9,800","9,870","9,800","273.14K","0.41%"
"2024- 01- 19","9,800","9,760","9,840","9,740","263.43K","0.72%"
"2024- 01- 18","9,730","9,790","9,820","9,730","268.82K","-0.31%"
"2024- 01- 17","9,760","9,890","9,890","9,740","376.64K","-0.81%"
"2024- 01- 16","9,840","9,860","9,890","9,810","338.16K","-0.71%"
"2024- 01- 15","9,910","9,920","9,980","9,910","180.37K","0.00%"
"2024- 01- 12","9,910","10,000","10,010","9,890","381.86K","-0.70%"
"2024- 01- 11","9,980","10,030","10,090","9,980","364.42K","0.00%"
"2024- 01- 10","9,980","10,040","10,050","9,980","266.78K","-1.09%"
"2024- 01- 09","10,090","10,120","10,130","10,000","0.00K","0.60%"
"2024- 01- 08","10,030","10,070","10,090","9,950","432.43K","-0.30%"
"2024- 01- 05","10,060","10,100","10,130","9,980","486.10K","-0.30%"
"2024- 01- 04","10,090","10,110","10,160","10,060","557.94K","-0.49%"
"2024- 01- 03","10,140","10,130","10,190","10,110","422.37K","-0.20%"
"2024- 01- 02","10,160","10,250","10,280","10,090","594.76K","-1.65%"
"2023- 12- 28","10,330","10,210","10,330","10,110","711.71K","1.18%"
"2023- 12- 27","10,210","10,230","10,240","10,050","721.27K","-0.29%"
"2023- 12- 26","10,240","10,290","10,290","10,210","0.03K","-0.49%"
"2023- 12- 25","10,290","10,290","10,290","10,290","","0.00%"
"2023- 12- 22","10,290","10,300","10,310","10,230","434.11K","0.19%"
"2023- 12- 21","10,270","10,220","10,280","10,220","375.68K","0.00%"
"2023- 12- 20","10,270","10,280","10,290","10,180","457.43K","0.49%"
"2023- 12- 19","10,220","10,180","10,230","10,150","0.01K","0.29%"
"2023- 12- 18","10,190","10,290","10,300","10,150","460.82K","-0.68%"
"2023- 12- 17","10,260","10,260","10,260","10,260","","0.00%"
"2023- 12- 15","10,260","10,340","10,370","10,230","653.30K","-0.19%"
"2023- 12- 14","10,280","10,590","10,610","10,240","1.02M","-2.47%"
"2023- 12- 13","10,540","10,540","10,580","10,490","276.93K","-0.47%"
"2023- 12- 12","10,590","10,550","10,600","10,520","352.15K","0.67%"
"2023- 12- 11","10,520","10,550","10,550","10,470","219.56K","0.29%"
"2023- 12- 08","10,490","10,550","10,560","10,460","162.52K","-0.29%"
"2023- 12- 07","10,520","10,530","10,560","10,450","283.91K","0.00%"
"2023- 12- 06","10,520","10,450","10,550","10,450","322.10K","0.67%"
"2023- 12- 05","10,450","10,300","10,500","10,270","561.11K","1.46%"
"2023- 12- 04","10,300","10,270","10,350","10,270","0.01K","0.49%"
"2023- 12- 01","10,250","10,270","10,340","10,240","194.21K","-0.10%"
"2023- 11- 30","10,260","10,290","10,340","10,250","567.78K","-0.19%"
"2023- 11- 29","10,280","10,370","10,420","10,280","491.03K","-1.53%"
"2023- 11- 28","10,440","10,440","10,440","10,380","182.29K","0.10%"
"2023- 11- 27","10,430","10,340","10,430","10,300","161.20K","0.87%"
"2023- 11- 26","10,340","10,340","10,340","10,340","","0.00%"
"2023- 11- 24","10,340","10,420","10,420","10,340","176.48K","-0.77%"
"2023- 11- 23","10,420","10,360","10,430","10,360","176.28K","0.29%"
"2023- 11- 22","10,390","10,380","10,420","10,330","130.56K","0.10%"
"2023- 11- 21","10,380","10,440","10,440","10,340","171.62K","0.39%"
"2023- 11- 20","10,340","10,350","10,410","10,330","171.95K","-0.58%"
"2023- 11- 17","10,400","10,350","10,430","10,270","189.10K","-0.29%"
"2023- 11- 16","10,430","10,400","10,430","10,300","219.63K","0.00%"
"2023- 11- 15","10,430","10,400","10,440","10,350","447.69K","1.36%"
"2023- 11- 14","10,290","10,300","10,360","10,260","281.04K","0.49%"
"2023- 11- 13","10,240","10,250","10,290","10,170","145.64K","0.79%"
"2023- 11- 10","10,160","10,170","10,260","10,160","155.63K","-1.07%"
"2023- 11- 09","10,270","10,130","10,290","10,130","0.01K","1.38%"
"2023- 11- 08","10,130","10,300","10,300","10,100","237.90K","-0.59%"
"2023- 11- 07","10,190","10,200","10,250","10,060","358.78K","-0.78%"
"2023- 11- 06","10,270","10,130","10,270","9,950","1.01K","4.05%"
"2023- 11- 03","9,870","9,860","9,910","9,800","285.42K","0.82%"
"2023- 11- 02","9,790","9,850","9,920","9,790","328.96K","0.51%"
"2023- 11- 01","9,740","9,720","9,830","9,700","328.95K","0.62%"
"2023- 10- 31","9,680","9,850","9,910","9,650","452.55K","-0.62%"
"2023- 10- 30","9,740","9,820","9,820","9,670","335.86K","-1.02%"
"2023- 10- 29","9,840","9,840","9,840","9,840","","0.00%"
"2023- 10- 27","9,840","10,100","10,100","9,800","342.15K","-0.71%"
"2023- 10- 26","9,910","9,990","10,000","9,860","337.17K","-1.00%"
"2023- 10- 25","10,010","9,910","10,040","9,900","228.69K","1.11%"
"2023- 10- 24","9,900","9,940","9,950","9,770","271.05K","0.61%"
"2023- 10- 23","9,840","10,140","10,160","9,790","924.79K","-2.86%"
"2023- 10- 22","10,130","10,130","10,130","10,130","","0.00%"
"2023- 10- 20","10,130","10,220","10,220","10,060","415.52K","-1.17%"
"2023- 10- 19","10,250","10,410","10,420","10,200","0.40K","-1.63%"
"2023- 10- 18","10,420","10,490","10,580","10,420","0.00K","-0.95%"
"2023- 10- 17","10,520","10,620","10,620","10,480","323.45K","-0.09%"
"2023- 10- 16","10,530","10,550","10,650","10,490","359.94K","-0.19%"
"2023- 10- 15","10,550","10,550","10,550","10,550","","0.00%"
"2023- 10- 13","10,550","10,440","10,620","10,410","388.49K","-0.47%"
"2023- 10- 12","10,600","10,600","10,640","10,510","539.45K","0.47%"
"2023- 10- 11","10,550","10,490","10,590","10,390","717.97K","0.00%"
"2023- 10- 10","10,550","10,340","10,650","10,320","838.61K","3.33%"
"2023- 10- 06","10,210","10,060","10,220","10,060","178.33K","1.19%"
"2023- 10- 05","10,090","10,140","10,190","10,050","311.65K","-0.98%"
"2023- 10- 04","10,190","10,230","10,240","10,000","769.40K","-0.29%"
"2023- 10- 03","10,220","10,220","10,220","10,220","","0.00%"
"2023- 09- 27","10,220","10,230","10,270","10,180","302.52K","-0.58%"
"2023- 09- 26","10,280","10,440","10,440","10,250","363.01K","-1.53%"
"2023- 09- 25","10,440","10,520","10,590","10,340","261.10K","-0.57%"
"2023- 09- 22","10,500","10,460","10,540","10,370","227.49K","0.19%"
"2023- 09- 21","10,480","10,760","10,760","10,480","0.00K","-3.05%"
"2023- 09- 20","10,810","10,560","10,930","10,560","1.16M","1.98%"
"2023- 09- 19","10,600","10,530","10,600","10,480","530.73K","0.66%"
