"날짜","종가","시가","고가","저가","거래량","변동 %"
"2024- 02- 16","41,200","38,500","41,400","38,350","762.41K","7.99%"
"2024- 02- 15","38,150","39,000","39,000","38,050","0.02K","-1.04%"
"2024- 02- 14","38,550","38,900","39,300","38,500","178.89K","-1.91%"
"2024- 02- 13","39,300","39,950","40,400","39,050","286.72K","-0.76%"
"2024- 02- 08","39,600","39,800","40,050","39,450","244.54K","0.13%"
"2024- 02- 07","39,550","39,250","39,900","38,900","194.57K","1.67%"
"2024- 02- 06","38,900","38,900","39,500","38,500","249.52K","-0.89%"
"2024- 02- 05","39,250","40,050","40,100","38,800","0.00K","-3.21%"
"2024- 02- 04","40,550","40,550","40,550","40,550","","0.00%"
"2024- 02- 02","40,550","39,750","40,700","38,900","711.39K","2.53%"
"2024- 02- 01","39,550","37,450","39,850","37,450","0.08K","5.05%"
"2024- 01- 31","37,650","37,250","37,700","37,000","206.01K","1.07%"
"2024- 01- 30","37,250","37,100","37,950","37,050","250.66K","0.81%"
"2024- 01- 29","36,950","36,500","37,250","36,200","214.57K","1.93%"
"2024- 01- 26","36,250","35,850","36,550","35,700","170.45K","1.12%"
"2024- 01- 25","35,850","35,750","35,950","35,600","113.24K","0.28%"
"2024- 01- 24","35,750","35,550","36,000","35,400","168.12K","0.14%"
"2024- 01- 23","35,700","35,600","35,950","35,350","145.59K","1.28%"
"2024- 01- 22","35,250","35,700","35,700","35,150","137.32K","-0.42%"
"2024- 01- 19","35,400","35,750","35,850","35,100","210.32K","-0.42%"
"2024- 01- 18","35,550","36,250","36,400","35,500","255.89K","-2.34%"
"2024- 01- 17","36,400","37,050","37,050","36,350","0.00K","-1.09%"
"2024- 01- 16","36,800","36,500","37,150","36,350","172.74K","-0.27%"
"2024- 01- 15","36,900","36,200","36,950","36,200","107.67K","1.37%"
"2024- 01- 12","36,400","36,400","36,600","36,150","111.28K","-0.27%"
"2024- 01- 11","36,500","37,100","37,300","36,500","0.01K","-0.95%"
"2024- 01- 10","36,850","37,050","37,150","36,600","123.53K","0.00%"
"2024- 01- 09","36,850","37,000","37,100","36,750","180.18K","0.82%"
